product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
fa126ff62aae83e37857ad495641c878,informatica_acessorios,29,1386,1,600,23,17,15
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56,389,1,300,16,5,15
6843fcf2daa799e469f08d9ded452d01,telefonia,60,2050,2,500,23,6,15
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34,1078,2,200,41,2,29
7775d718fa8dfebe8015e6e5ee3dc5be,,,,,700,16,10,20
b60c241f66e031959b70e1c60725f0bc,cama_mesa_banho,55,555,1,650,16,10,16
c192595b717cfbb910f653b62d8ac9c3,brinquedos,37,1079,1,167,17,14,16
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36,450,1,9000,42,12,39
6281a79f478d260d81da138f7e03c0bb,moveis_decoracao,59,1492,3,2400,105,3,70
63ae63c279f3ccd864bc7756f81bec2a,cama_mesa_banho,56,230,1,1825,40,14,33
dfc9d9ea4c2fbabe7abb0066097d9905,cama_mesa_banho,54,797,1,3300,19,35,31
6d6b0f6705c1acf1128ecf19d57d5444,cool_stuff,63,253,7,50,16,5,11
8d98dedc3c19de17f1a090195e85d6b6,brinquedos,40,617,4,300,16,7,20
162e010af9fe224d35fd8496a273fb02,moveis_decoracao,60,2901,3,1800,105,8,35
afad7a4420a4348d41da23ed8d0902dd,moveis_decoracao,37,768,2,7000,43,35,50
2190082493d586e315bfbb93762ab3e3,consoles_games,53,855,1,140,19,10,16
4025ee582ef6b8c478af3b44cf89054b,cama_mesa_banho,60,58,1,200,20,2,15
25a69adae1b354beb056d4b740e841cd,cama_mesa_banho,50,762,2,900,30,4,20
708281087dc97b0e50baa8891e741d8f,utilidades_domesticas,42,333,1,1000,21,23,20
914c9e9af640dd56f48764a225b00f89,moveis_escritorio,47,1047,1,7463,56,64,35
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35,514,2,4338,17,12,14
8b52af498478ac72226c6bdaa89f27de,bebes,60,924,7,800,25,10,25
c2441af97dc659059897209bd93bfc3e,automotivo,58,956,2,50,17,4,17
f7f7a305e9312614a635f453cf6be7a8,beleza_saude,53,1687,4,1400,16,35,11
646ce272adff96b1ace27e81c9bdf29d,malas_acessorios,51,275,1,1500,18,53,30
7c0a2a31bc479e366fe9fee1f5bc62b3,beleza_saude,56,1388,1,2200,25,27,9
332795c0c3303ebda469c7945fe1a1a7,brinquedos,51,390,2,600,36,12,37
f516d692e2bf83614119de3286a12fca,moveis_decoracao,44,192,2,400,18,10,20
23bb156d1ade824158d1b0c799f9a641,cool_stuff,46,978,5,1000,50,20,20
f4f67ccaece962d013a4e1d7dc3a61f7,automotivo,52,603,1,7625,61,14,61
142edaf86e4eb5d0f928534667ab63f7,utilidades_domesticas,55,595,1,1300,30,30,30
b74d57e3377dd78aace6d070fc48cc88,cama_mesa_banho,55,556,1,675,40,18,35
33ac889bc3af4ddede9c14fc789a3743,ferramentas_jardim,28,682,1,1700,30,5,30
044f05bc9de36e8a693a83e4bc79dd0d,telefonia,59,734,4,300,17,4,12
f5b952758d88a5995ae5c8208a63b913,utilidades_domesticas,30,235,1,3750,45,25,20
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55,569,5,250,16,2,11
c9dbe2eec19a8093cb5ac57486531c18,cama_mesa_banho,55,124,1,1375,30,6,22
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39,161,2,350,25,8,19
eac691ff8062bb3ed4f465466245accd,cama_mesa_banho,57,232,1,8875,48,43,53
f8e7dd70e57e37ce842cf20160e56df5,moveis_decoracao,22,183,1,300,26,18,14
eaaedcf6f1fee559b27b286e16afdf88,informatica_acessorios,43,1300,4,400,16,7,11
f3ae4ce1b63810f2921ff353ddbec67d,moveis_decoracao,52,198,5,850,25,23,25
3591b4602bb8316dd178c98a97c29454,utilidades_domesticas,28,308,2,1650,35,30,15
b38b25d838ae0b8385e8cc68b9017644,beleza_saude,59,1153,4,200,18,3,20
4ea626d476d64c8230844ea3ae17c3b9,cama_mesa_banho,55,2523,4,2555,55,17,48
8af4a717d0442a5fbe332dc587583296,moveis_cozinha_area_de_servico_jantar_e_jardim,17,540,1,17500,97,24,45
a6883f92891e256b926bf8b9c40fbe9f,pet_shop,32,633,1,129,18,11,14
8af72bbf3875865c7fc23509cf49682e,brinquedos,40,324,2,650,33,22,19
cdf0c921e5025a7ad81c1708b27393e0,beleza_saude,56,489,1,6400,24,15,17
62984ea1bba7fcea1f5b57084d3bf885,esporte_lazer,42,190,1,1092,30,26,22
9a2e821cfc513051382e27606ab3325c,papelaria,58,205,2,6000,60,20,29
6f544a62e85efa4d7a5e135482b31d79,pet_shop,52,1026,1,3300,72,12,55
12d03720e39cc210547b854d2132c2e3,papelaria,59,219,5,2200,25,25,25
ef66e63137bdd1b2e44aa968646fc1e3,moveis_decoracao,41,789,1,750,20,35,20
2b849e71ada03a262ef4338a7abd8b79,utilidades_domesticas,56,786,6,1700,20,10,14
95e25af33821b9d231e06f1e7cd34d4e,moveis_decoracao,5,267,1,2600,18,40,13
d45f43af9b205b51568f78314d3057a6,esporte_lazer,49,1096,3,3050,20,20,20
19629b1460e380638d4b9263bd31547a,eletronicos,52,1681,1,10900,75,18,70
6401d2f82d6e6c52998ce626fe4eda24,fashion_roupa_masculina,30,51,1,300,30,40,11
5bfc7506459ae2a7b4b573fe557a58e1,cama_mesa_banho,57,535,1,800,45,15,35
98935aea5a6ca26c5d8cd205a97c98d1,papelaria,56,945,10,1550,32,52,19
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49,100,4,150,16,12,12
aeecb1d0e5d4d5ccc3fcfe6fe91103b6,telefonia_fixa,50,1425,5,2100,30,30,20
a5a0e71a81ae65aa335e71c06261e260,utilidades_domesticas,57,698,3,705,34,22,28
0c159d7ce798ebc726ad977f9ade848a,ferramentas_jardim,46,356,1,250,35,7,11
59c5e6e108b88212fb98525c9000ecfb,moveis_escritorio,54,954,1,8217,52,52,17
b2f15c23f560da3b247e1090d9d12be7,utilidades_domesticas,60,608,4,200,16,6,12
be6ae1b41a4ba652f1947e0fae960d44,automotivo,43,702,6,2150,55,15,45
aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,44,903,6,2600,50,10,30
e282624d8c82e04983f125e167eb4521,telefonia,45,343,2,117,18,4,11
c985e917daf44dfe2779833209017098,utilidades_domesticas,55,882,1,200,19,5,25
8038040ee2a71048d4bdbbdc985b69ab,cama_mesa_banho,48,528,1,0,30,25,30
5a7373ba4c9b3e13513ded06cd1986c4,esporte_lazer,46,2029,3,105,20,20,20
6bb54c0a1ddf991dc06cc7cb5a13bab7,construcao_ferramentas_construcao,41,1270,2,200,20,4,20
9ae144079d83bd6ffb2d30284c7c518c,cool_stuff,55,943,1,500,16,19,15
165f86fe8b799a708a20ee4ba125c289,cool_stuff,40,1456,1,2425,29,30,19
c7b3cf9de7be95b3e09e7a63315685eb,malas_acessorios,49,489,2,16250,18,53,39
4ae634441e444ca4bc85903cafe98d73,telefonia,54,285,2,275,18,4,12
3fbc0ef745950c7932d5f2a446189725,beleza_saude,50,1257,1,350,19,12,13
c8c969c3a6423f48df9fde8a13e6770b,cama_mesa_banho,52,662,1,550,28,4,22
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56,348,2,1550,30,22,30
c0f0a0118a333081ca6786f7661c3853,cama_mesa_banho,49,192,1,3300,46,15,35
1a909e04ddbc64bda3fc905834678201,informatica_acessorios,48,475,1,213,15,7,11
371fa349d92646bbeea5873df0bcdc5a,utilidades_domesticas,49,342,1,490,20,18,16
db51982bc43b26164c29605b8ed140d6,telefonia_fixa,20,286,3,100,19,3,11
b2b938c46aafdbf702d73e7edb9cb263,pet_shop,50,365,3,800,24,12,12
00bc6e6d4ceb98ec7ed058b0a243a8b9,artigos_de_natal,34,249,1,200,16,11,11
05019bc35fc2ed878c0c0f55346b91c6,beleza_saude,40,344,1,2550,18,16,17
a5f6ba3fe91a2e73f10b612131cb2404,eletronicos,45,1057,3,138,19,17,16
3f212fef0e1f11b343226b633f0426df,beleza_saude,54,875,1,1050,36,12,22
d03a2a3433372ac8f9f6649d1dacadae,beleza_saude,60,919,1,150,22,3,15
d04e48982547095af81c231c3d581cb6,relogios_presentes,56,528,2,292,18,10,15
7a10781637204d8d10485c71a6108a2e,relogios_presentes,42,236,1,342,18,13,15
b363ba4802d9eca552da85a1125747eb,moveis_decoracao,41,397,3,6200,62,6,62
fe6a9515d655fa7936b8a7c841039f34,cool_stuff,29,266,3,5650,73,73,20
7659404ade89460a4be1c11ac47d5f2c,esporte_lazer,55,405,1,200,36,5,26
bd2a0f83ba8ab18af5823fc3552a0305,fashion_bolsas_e_acessorios,35,496,5,200,16,10,11
535a23504a92e3e42a5cd54256c75b17,pet_shop,58,539,1,900,25,25,35
1a980a10bed1d765e2eb2ad3608a63a1,malas_acessorios,45,217,1,850,45,10,31
78b7b1ff2d3f06a589354ddf2f4f9db3,perfumaria,31,355,1,448,22,17,17
8b50a72d52d7a91fb19d19fbe069e2f2,utilidades_domesticas,54,1754,1,250,20,8,13
4ba501db540524d84cc382bb041ac508,beleza_saude,42,693,1,248,17,20,16
91442659f31ec0f0fc73215e77854fac,relogios_presentes,60,661,5,300,16,2,11
6a0713a63e990052795623e76cc2995e,cama_mesa_banho,31,151,1,900,40,4,30
c8f7df520102efbaf9927f5acf21b928,brinquedos,54,452,6,450,21,9,16
fa335dcd3999105b8bfb1ce9300de4d1,informatica_acessorios,32,1074,2,200,39,2,30
d04857e7b4b708ee8b8b9921163edba3,informatica_acessorios,33,1127,2,450,16,4,20
98712b7f46e0fe4f4da2f7df1b9231a7,eletroportateis,41,450,1,350,16,16,28
75fd4b482095ed05dd23030260e65300,cama_mesa_banho,55,455,2,3250,37,10,40
7b44e5ea770ef06810f5df89006cc8b2,eletronicos,57,989,4,4100,20,15,13
a2da86fa759178e9e58e54aa1a144e59,telefonia,57,777,5,350,17,4,12
9093f710f0faaffe81ccb9dd1845ac9e,utilidades_domesticas,39,2294,1,363,60,6,11
e71ce72b19b83080d97cf4f06c90d096,esporte_lazer,57,1537,5,400,30,16,16
589d0ec4c794dd688991c0f539f9e015,pet_shop,62,696,2,200,20,10,20
6a3bbf3124c96579f7cd0b2519490cd2,cama_mesa_banho,46,491,2,1500,50,16,16
5c692818d313aa12864b48ac0c2472c2,relogios_presentes,56,167,3,200,16,2,11
0cf573090c66bb30ac5e53c82bdb0403,telefonia,26,108,1,128,15,8,13
f70dd37d94cc7026ca198b9d7574c7bc,alimentos_bebidas,43,731,2,1350,28,15,20
f646af315b0f3a597f69213537ca2199,moveis_decoracao,55,928,1,600,17,17,17
e2600770da5cfd446d3e971c1d41b44c,informatica_acessorios,42,149,1,300,50,5,20
809e226beeb0526cf321f6e5664a8b68,pet_shop,53,411,3,750,20,20,30
4c3063dd985fb11ee11451d3bf7a99b0,beleza_saude,49,776,8,1800,30,18,11
21767347dfdabbe42b3ca5846a4cdb48,relogios_presentes,54,446,2,277,23,15,23
777d2e438a1b645f3aec9bd57e92672c,cama_mesa_banho,58,689,1,950,45,15,35
75b1af479ceb5b90e06b38ff4f753e1e,automotivo,48,686,2,1950,20,20,20
83e68070fbf16ac859fc13285a5ba9ba,telefonia,53,602,2,150,19,4,20
3eae31de0119f9f566a337ac2458ae7d,esporte_lazer,52,234,4,2250,20,20,20
9bb8ca338e5588c361e34eae02e8fad6,beleza_saude,37,314,1,431,19,17,15
d81cbbaeb38bdc56879d408d7f607b0e,telefonia,53,2384,1,600,21,23,22
49cd59957f1c81427ca0b2edf5696969,bebes,33,55,2,400,25,10,30
c40b12e92be6aee40cc2adab6693820c,beleza_saude,36,1514,1,1100,30,12,16
bb50f2e236e5eea0100680137654686c,beleza_saude,60,2644,6,400,34,4,22
fa39c60599eb6573020f07a1b4dd38cf,utilidades_domesticas,52,806,1,1183,38,18,26
fb927c44d15e24c578f85a862576fd88,utilidades_domesticas,48,808,1,2200,30,30,30
d41d8cd98f00b204e9800998ecf8427e,automotivo,16,115,1,1181,30,17,24
691951678a17b3cf3667385513e1137b,cama_mesa_banho,55,599,1,3600,16,50,40
f09b7fd613031e630e7b5cf9911c0318,papelaria,54,354,4,6350,38,30,28
863c8ced004542495e1025bb14124580,papelaria,57,111,2,1450,25,55,37
9324d11d98d73e980e13fbd30569e9e4,pet_shop,55,1501,2,875,26,19,23
7ce3cb8d513147ece112c5200b7fc84c,market_place,16,726,1,200,25,10,16
23365beed316535b4105bd800c46670e,telefonia,56,351,1,350,19,4,11
694cbe624717957c7536ef8cd9dfbf57,telefonia,58,678,1,150,17,8,14
1da4613d4f7e10e1554538b46dd16486,papelaria,59,326,3,1600,60,20,29
304104a478e3a605db6072a22e4ee228,eletroportateis,54,2667,5,2600,36,13,36
218d038ff5f2acccebb3cc1d452a911b,beleza_saude,32,318,3,133,16,14,12
e9dd44f105ffdcb98405c94f1d0bbdd9,moveis_decoracao,50,201,3,1000,25,23,25
569ffd16f8032478cbeb9800f2e94ba0,moveis_decoracao,49,544,1,410,39,3,28
50fd2b788dc166edd20512370dac54df,eletronicos,46,2285,1,150,30,10,20
5db096acdea1d87bfa4d07c1cc70c492,moveis_decoracao,51,595,1,16000,63,40,38
06e73ddcb54620a36bfdb2e073c4dc40,fashion_bolsas_e_acessorios,48,357,5,150,16,9,11
bcaccccaa0255d8132172dfe9c10ab2e,eletronicos,33,198,1,150,22,6,16
4c6826f47a7d1a0e3f48b885170f4fc3,construcao_ferramentas_construcao,49,126,6,6900,60,20,40
70559c57b5e5cfac386368f45e744f55,informatica_acessorios,51,100,1,179,12,9,13
eec68ed7d496bb2ee6aa0a69bb78acd2,papelaria,34,332,2,850,40,15,37
909b87db6cb3a7ab26bd03cc59860136,informatica_acessorios,28,1111,1,169,16,10,12
57c56b4871f4f353ac52c8015e9c5318,moveis_decoracao,15,407,1,800,23,27,23
de115e41e8332aa7b5a04e027243fcbf,cama_mesa_banho,59,111,1,1800,55,15,35
f3ce47ccf98da2906f6b8b1387618e07,utilidades_domesticas,59,987,1,10250,35,50,35
9d99a79d596f4a054c7ace6068b446a7,eletrodomesticos_2,60,799,5,7150,70,10,60
ef5c31aee1d5074121a478b14d3eb50e,papelaria,58,202,5,8600,60,20,29
7f064525eaaa1ce9d22c085f7ff5413a,relogios_presentes,50,578,3,250,16,2,20
387f1559343d513c4383bdb99672e431,cama_mesa_banho,50,291,1,1050,40,15,35
2ff995aead9c63a1f37a07b3664ead37,moveis_sala,45,353,1,7500,61,11,46
0c3cd8d63839bed6f80aca6388766417,relogios_presentes,53,399,1,500,16,2,11
f7de1b16a0e8b8c65d0f3761e89d5f2a,utilidades_domesticas,45,245,1,1650,40,30,30
0f3f3612d3a594da318f0f7b175a9c14,relogios_presentes,55,1057,1,350,28,10,18
4cb6e86e1328e77e20b5f90771683cbe,esporte_lazer,46,728,1,1100,22,27,22
9be8d8c1b3cb9e629230d4c176b14ae9,,,,,2200,20,16,14
716a15647e7f7cfa2f875d657dae4c03,cool_stuff,41,634,3,625,18,14,16
f58749565f856133a556122fbb08784b,telefonia,55,749,1,325,21,9,18
3ea9fe739cd6a9bd2be0ba05c290498a,telefonia,48,590,1,200,19,4,11
8d0fb54bb58d39a72269eb8fc708e865,esporte_lazer,56,814,2,200,16,10,16
109fd3a5e5fd6faa5a8cf99470cab84f,moveis_decoracao,56,357,1,400,30,7,30
9314e4d46aeb2c297e05d4ed36365efe,esporte_lazer,46,3749,1,443,26,18,17
3f4269f81421aadbfc643a23d5dbf3ff,automotivo,55,228,1,200,25,10,16
2136c70bbe723d338fab53da3c03e6dc,relogios_presentes,55,167,3,200,16,2,11
fe4d09201362b0d4332259c78af0f761,construcao_ferramentas_jardim,56,688,3,800,25,18,22
9bf55e9d85e0b309f79e92927449d211,beleza_saude,50,216,2,100,20,15,15
55dae7585569be721ef89eba4379e38b,bebes,53,1608,4,1200,42,25,15
03ed331c2c9bb4cd5c3d986928bc8d9c,automotivo,56,343,6,600,28,4,16
80736543f7c5c511bccb61d1544d9d0b,cama_mesa_banho,60,310,1,4600,36,10,20
4b96786612ebe7463132fce2c4dca136,utilidades_domesticas,42,540,3,10750,31,61,31
87283a98b24f9f1ac3a31b631073cf47,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20
6630485063578b527549697547ed3ed5,moveis_decoracao,46,713,2,1050,34,6,28
777c0b09022d68979d7c489251a4c7a0,moveis_decoracao,48,2019,3,6800,90,4,50
99ce9f06fbb85fb4f451c6a0691e69a4,cool_stuff,34,3017,1,658,17,15,15
ed355705438d608579451a9b3a230f1b,moveis_decoracao,38,1963,1,900,53,8,11
f2399cabe080029634d12cec4f60dbf0,moveis_escritorio,50,1117,6,2100,16,26,26
f6e3aeb40c00aec24ade8333c2ac1b20,consoles_games,29,1094,3,150,24,5,24
ae083e4a334a4210ae0ef7323f1584c5,beleza_saude,53,2789,1,250,19,7,12
94475071013412139f862c0bd7e3bb37,papelaria,46,708,3,317,22,14,22
5ef700515181623872771a16d1371cd4,casa_construcao,35,504,1,12250,20,30,20
668b1e2b9471f837ba1797832e3f2012,telefonia,60,357,1,230,17,14,13
08a58dc963320d6073623382b9ceb920,informatica_acessorios,56,2590,5,400,17,7,13
cae2e38942c8489d9d7a87a3f525c06b,moveis_decoracao,54,586,1,1700,33,8,23
aad1c338e2a8906e2040a2fb0861acbd,telefonia,60,333,2,150,16,4,13
fa66c43e63966d8b1770f6df326e05fb,esporte_lazer,28,1290,2,260,18,11,14
0a9a9c25c5a06532d1766e00db833a7f,beleza_saude,36,365,1,100,16,3,15
186fe07c8b8005ec6a498587ffbc1352,relogios_presentes,60,193,3,200,16,2,11
945d5b64caf3027a69078cd3254657a7,,,,,750,24,10,18
404c6e8590cbb06f8c5e911d8a90b1e5,esporte_lazer,43,231,2,2700,60,15,15
c20a3f598c16d77249da67e81caa8317,utilidades_domesticas,57,529,4,575,16,18,12
780d24bfcf24b143f013354507158385,informatica_acessorios,37,497,2,600,20,10,11
f4a38926843e01497a3f63a5d5740c72,eletronicos,38,375,1,150,22,13,17
9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,41,789,1,950,20,35,20
f77f1ec838ed490adc1529eedf7810ea,papelaria,35,412,2,980,32,21,21
eaf84e31d1e891449aa5cf7130e75fc6,cama_mesa_banho,55,384,1,1350,50,5,50
58778cc2f8f189ca700491f7b17a0052,telefonia,18,285,1,200,19,3,11
210feb9ae3b060d29ec884aac60e5f10,cool_stuff,50,629,1,1050,37,22,26
d7350806253f6a1e1351c97a39b9c931,automotivo,59,1139,3,19200,34,86,40
11fd9d7ba552e1d28872e008acf1e050,cool_stuff,31,1194,3,10225,19,11,11
3bbacbe586e957acbf26c63b3ed532a3,pet_shop,53,1687,2,8750,50,8,45
43b069f855679eb3d3589e55dcfe968e,moveis_decoracao,40,1438,3,150,35,2,25
8db97c571a61d830930cf029a34c33ef,papelaria,51,222,1,5550,30,45,30
d475247b8adc9f4c339da83abee9a351,esporte_lazer,57,1658,1,500,20,20,20
bb7181410b4e02f93f3697f765db53c7,bebes,36,1058,1,14950,77,20,53
e27bda0525e1555db5e6941211cb33cf,papelaria,39,35,1,300,16,6,16
cb89dfa8adec9df2aa87b8072985b655,esporte_lazer,27,159,1,130,16,19,15
b84520a57891e7a8ae2c68741dcc7146,relogios_presentes,56,660,3,250,16,2,20
632c37951cab36a4e928428cbc4fa4f4,beleza_saude,54,769,1,6850,51,39,43
20d458d013a3988f71009298fecd8607,cama_mesa_banho,43,114,1,300,40,4,30
1eaf224c19e07b6e50bf0119eea1dd26,cama_mesa_banho,58,189,1,1350,48,9,38
1600dcf1cea8c0c83702e07b577ab231,relogios_presentes,57,181,4,250,16,2,20
417e213344336988e562ccc3975987f4,beleza_saude,59,770,1,1501,28,24,21
a9b36aaa68ebd315701524c822800f29,moveis_decoracao,54,532,1,550,70,7,11
7fb04722aba7a2b632bac8f9819796f3,beleza_saude,48,594,1,1850,24,36,23
1191e61a83c807323c6c1cb5eac9ff3c,telefonia,59,777,6,350,17,4,12
c72edc98e7d77f0c4c04ec80730c05f5,esporte_lazer,18,370,1,700,26,14,24
a3e8b232951525e76e82577bd3729173,bebes,33,609,2,500,36,7,25
5348b1bdd951b67a4d2a58992e2233ed,telefonia,59,818,6,250,17,4,12
71835d687609f578b92692f98ab16100,moveis_decoracao,29,1698,1,3500,55,5,40
85b6cd7f57f7a06d180c93e8c74f6381,cama_mesa_banho,55,555,1,650,16,10,16
979a52ea2c0c4e9e7e7e4a766d4eeda4,cama_mesa_banho,44,452,1,1550,35,10,45
24fffbd0188d2b7ceb351214c514b28c,perfumaria,29,616,1,426,18,14,14
14e95770921ccb6caef2e6134c182d78,cool_stuff,55,1050,1,1850,42,25,15
d6dc2dcbb3ef25e47ef82f3c013ab820,casa_construcao,53,646,1,6500,30,35,30
f582884ed8bb76a4b6317b8c9e966d98,utilidades_domesticas,41,325,1,1950,43,10,33
ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,44,334,1,200,16,16,13
d4da317ad85015e956ee18ef11fc60f5,informatica_acessorios,52,1009,1,250,16,15,14
6c3effec7c8ddba466d4f03f982c7aa3,consoles_games,56,237,3,100,16,12,12
e357a8646a17191f03fd9f833a0fa29b,moveis_decoracao,52,1348,6,1175,34,20,22
130cdbc1715f7e1b5d9be728ce04398e,casa_conforto,46,519,1,500,18,12,18
ec222365cd276f7e9c328d64f023c6ac,eletrodomesticos,50,200,3,250,27,13,17
850fd992aca25ac2d7768b434ab3ceca,automotivo,45,365,1,300,20,20,20
49e038a7b8ba2e18d9a7a26c1f238544,sinalizacao_e_seguranca,52,729,3,13750,65,65,22
b3793f4676bdf327ca34c40d236ee2b2,automotivo,56,875,1,2363,26,10,26
3f4a7c8646dfebf0d04ed19adab8e9cb,cama_mesa_banho,60,277,1,1950,37,8,35
704ef63ad0ac345842ea734060a83db2,cama_mesa_banho,55,249,1,850,38,10,38
58e3e57e37601dce8a567e7c1f9e2090,brinquedos,56,526,2,450,16,11,16
916bcfd7e756e0b65372da1378d1c125,livros_interesse_geral,43,713,1,1600,25,7,18
aa36c2127048efdcd47f4ad5b6b68810,cama_mesa_banho,57,189,1,1600,46,3,34
a5c9c1711f61d2b63cf996b4928092ed,brinquedos,24,669,1,1050,24,29,23
d1e422d44f28b10c3899b6f494142de0,utilidades_domesticas,56,453,6,350,30,11,20
e44f675b60b3a3a2453ec36421e06f0f,esporte_lazer,35,1058,1,350,17,17,17
4a68f101bf6034b9fe2c78dc988c5a74,bebes,32,1054,1,1900,30,15,30
595fac2a385ac33a80bd5114aec74eb8,perfumaria,29,178,1,400,19,13,19
a92930c327948861c015c919a0bcb4a8,relogios_presentes,59,319,4,250,16,2,20
86133a2151bd98a3ed2ad758709e6d1b,cool_stuff,59,1634,6,1750,20,8,14
70ef02956d1b9d6a8b1aa4f7b206e210,esporte_lazer,38,1460,1,1700,17,29,22
a15bf6fcbc5578554a8d0da342a19175,informatica_acessorios,48,267,1,2475,56,7,52
66a0a6e02b7f543e5b021ce361f267d4,cool_stuff,45,798,1,1500,50,40,30
0b3de7b77f38988388362460d76d884f,beleza_saude,31,838,3,350,20,12,15
df2e41520cb6197bd02beaebfa6e788b,cama_mesa_banho,50,648,1,6500,57,16,45
f1d3e7a4605f6cd5f2a3cf9bde5c7845,market_place,40,565,3,1000,31,6,33
e167adfcc4c1ed3682a074de77e1880d,eletronicos,34,576,1,100,23,6,16
146eb6d2e5e311d926d672b5b25d3f4a,beleza_saude,43,1983,1,2300,30,10,20
42a735673c53cddc4fcb42935065465a,cama_mesa_banho,50,631,1,1200,16,10,16
ebc714d9f070a89f4d411982ea9670fb,brinquedos,50,999,2,1950,24,35,26
27a8b41684f77dd86572fa185bc143ba,informatica_acessorios,20,347,1,400,16,19,15
e96dedd143090ade72c86bf486be7d36,dvds_blu_ray,46,3831,2,1500,30,20,20
e7f85e7f0203b7b95cc1b4c21b4b070c,cool_stuff,42,582,1,5575,60,22,47
f977e786f6d634205ef1564541706011,brinquedos,39,922,1,6000,95,16,38
50e1b118f266b655f613f753914c42db,cama_mesa_banho,44,630,1,800,16,20,28
4c2065301aac51ff9004422acc07765d,ferramentas_jardim,50,204,1,1663,36,14,27
f71973c922ccaab05514a36a8bc741b8,malas_acessorios,47,482,2,16100,35,65,44
7b83c11ac78f11bde67542beb12e8163,beleza_saude,56,670,1,350,29,20,24
ecfe9a892071ef1c94ee53f77e2e063b,cama_mesa_banho,44,487,1,2800,35,6,40
181b31b11ea16a87d5acab5a78320b93,esporte_lazer,40,593,1,5200,23,23,11
bcf8ba04829268e7eab9fbfc2555c18b,bebidas,23,457,1,5500,40,27,30
71540d636652fc682032d3b3c0a180c1,casa_construcao,54,923,8,1050,16,27,16
ace4686a281385c082500437e5e73b61,automotivo,58,3530,5,2700,28,7,20
e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,52,1153,1,180,17,11,14
e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,33,256,1,180,17,10,13
8a9efe06f7135fd2dfc7b84b30144bda,cool_stuff,52,573,2,225,20,10,16
3fc18e3aefe7b9346bd15de863fa0365,utilidades_domesticas,43,808,1,2850,30,30,30
0a5a2b08a41a3a61ee984c9445891098,papelaria,42,190,2,1600,35,50,20
acdd9eaa79720ca045ce3768250b8e47,beleza_saude,59,669,1,400,30,10,17
0d5340e7cf010ca42cdf4305101ed005,moveis_decoracao,40,468,5,2000,34,8,28
cd48f265a63e13b762601f5f794c5fca,bebidas,48,859,3,175,23,21,21
ae5cad88462eb7b7b61401e31c45618e,informatica_acessorios,44,1428,2,250,30,20,32
6a24f480cc3fa5ceba9b09eb6b2f46fd,esporte_lazer,57,262,2,950,60,15,15
0e2d52789a024cfd6f9204778320a8e5,moveis_quarto,43,435,4,9800,86,8,40
1fa784d8744e3ed625d8651ddb15e33b,perfumaria,47,534,7,1800,35,26,26
c8a4cbaafa1f0579063ec64cf40ae153,automotivo,54,197,1,150,25,10,16
de1dab31e5f3737cd024f5fe44743fa9,esporte_lazer,46,720,1,442,20,19,17
764292b2b0f73f77a0272be03fdd45f3,moveis_decoracao,56,701,5,750,30,30,11
84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,55,312,1,1550,44,14,34
ff92322b0148cca0038e11e0d34f6f62,cool_stuff,48,272,2,7100,70,2,23
eab1309765ca0c3ba5c2ae2b85b28b00,esporte_lazer,41,1343,1,4463,44,35,32
05c2523e08c5262f1ee172b332c3ea44,informatica_acessorios,57,178,2,100,16,2,11
7ce94ab189134e2d3c05f496d635419c,eletronicos,39,400,1,200,25,7,16
87a71ae93900ab55fcf685c8040769b3,eletronicos,36,401,1,175,22,13,17
7583d9a579408cb84bbc7b0e4548ec18,cama_mesa_banho,59,279,1,5650,40,15,23
58efb9b638561ce132216a9a612513e2,moveis_sala,30,606,2,9700,27,15,92
fc8595227785863846b7daa2ae3f2c9b,beleza_saude,60,886,1,400,20,12,12
93313b383b80d53b94696afeb5dd2749,automotivo,54,800,4,1075,53,8,25
def3587f2a221b89fc8f342e858b2176,moveis_decoracao,33,1189,1,16617,101,8,57
8ebb1bc470f9bfd4017c0be0773211ad,cama_mesa_banho,54,231,1,400,27,7,17
4ece875799f8eacb00dc13e93d0a2fd0,esporte_lazer,42,2300,2,350,16,16,16
6fb42788c5ef9affaa2fec30ca8b6053,ferramentas_jardim,39,372,1,200,16,3,13
55a1e3d39ace9c0b217f6c30b04d43c0,malas_acessorios,29,895,2,550,45,15,35
c5d8b84a90f73bd09c30e71e76caaa11,market_place,49,415,6,1150,35,25,25
0c3305267c17b542aecbc2385f5f0794,perfumaria,57,740,1,500,22,14,23
