seller_id,seller_zip_code_prefix,seller_city,seller_state
1da3aeb70d7989d1e6d9b0e887f97c23,04265,sao paulo,SP
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
8ca1551acf9832a4cf467bbbac15851f,83607,campo largo,PR
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG
835f0f7810c76831d6c7d24c7a646d4d,08030,sao paulo,SP
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
96804ea39d96eb908e7c3afdb671bb9e,38950,ibia,MG
ac3508719a1d8f5b7614b798f70af136,92030,canoas,RS
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
f35becee938e982bd615edf8ef12bcfb,19160,alvares machado,SP
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
3078096983cf766a32a06257648502d1,13720,scao jose do rio pardo,SP
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP
218d46b86c1881d022bce9c68a7d4b15,14070,ribeirao preto,SP
dfc475d54e1b6dbeeb7d7d9bdaa63827,81460,curitiba,PR
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
cce6ab8d1682639fe45ab70234f1665f,81020,curitiba,SP
f41ce2e25237f9092cd8e6e7516c7a2f,07013,guarulhos,SP
8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
52d76513f0c4d97f3b99570e2c94ee31,93348,novo hamburgo,RS
3f8034bfc6b8b4135534975d49f04c63,81560,curitiba,PR
bd23da7354813347129d751591d1a6e2,03971,sao paulo,SP
7238a95bb63ef7e498389fb863b834a1,13487,limeira,SP
8f2ce03f928b567e3d56181ae20ae952,05141,pirituba,SP
d4e12e7884759a14fa0f5f896c791cae,02242,sao paulo,SP
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
afe0067131b73e40875c9b6c10bd2e21,35590,lagoa da prata,MG
8a32e327fe2c1b3511609d81aaf9f042,02443,sao paulo,SP
d23019c84ffae2d5ef2270367b8605fc,86073,londrina,PR
4a1f694197d05fe70026b016a7316b41,13920,pedreira,SP
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG
17306570e772e7718c92a562d33f5f1d,17250,bariri,SP
71039d19d4303bf9054d69e9a9236699,03018,sao paulo,SP
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
b76dba6c951ab00dc4edf0a1aa88037e,03237,sao paulo,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,03880,sao paulo,SP
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
34056b8b55c1775a22af2331670a799c,16304,penapolis,SP
23c38debaffe4a25a30fdbd9b586a13f,18110,votorantim,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
13074f016982ff2bd6c58ced8682f000,95705,bento goncalves,RS
1f1bb1f0859883505541bdd6606193e5,02124,sao paulo,SP
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
1025f0e2d44d7041d6cf58b6550e0bfa,03204,sao paulo,SP
c5f7feb04a6a1fb3596322bfc3cf1917,09571,sao caetano do sul,SP
891071be6ba827b591264c90c2ae8a63,03872,sao paulo,SP
3c4e0452bff7a2a788179488d3d77032,83408,colombo,PR
50a7e551a7b3f8d37cd6e32d8bfbe5ea,09520,sao caetano do sul,SP
827f8f69dfa529c561901c4f2e0f332f,81880,curitiba,PR
59fb871bf6f4522a87ba567b42dafecf,03655,sao paulo,SP
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
92eb0f42c21942b6552362b9b114707d,03504,sao paulo,SP
8e4f041ff58e7845456d3482524014b3,90250,porto alegre,RS
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
0be8ff43f22e456b4e0371b2245e4d01,04461,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
5c243662ce92d84573bfaff24c3e3700,03702,sao paulo,SP
4559697a8f7e637227c2eeaed843baff,19029,presidente prudente,SP
42fa4ee7240e9b8eb4576358ec142ba7,95012,caxias do sul,RS
e8f6dc8e6a1dcde89d20e3995c8d90b3,03476,sao paulo,SP
128f9bfbe4c7d5185033914b1de3d39a,12940,atibaia,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
353e21e8bf8de2722b4fae1636664b76,92120,canoas,RS
1ca7077d890b907f89be8c954a02686a,06506,santana de parnaiba,SP
d566c37fa119d5e66c4e9052e83ee4ea,04131,sao paulo,SP
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
e333046ce6517bd8bb510291d44f0130,18950,ipaussu,SP
83e197e95a1bbabc8c75e883ed016c47,25900,mage,RJ
5f0057b677eb963672bf05dfa3f16c34,01309,sao paulo,SP
17f51e7198701186712e53a39c564617,03908,sao paulo,SP
b67d6c666e8dce1d078c882825e12704,03641,sao paulo,SP
fa14641f57b655e933124a9ea49cd7a5,01310,sao paulo,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
a00824eb9093d40e589b940ec45c4eb0,18590,bofete,SP
808d4348b916efa08e766ebad39f61eb,02336,sao paulo,SP
d94a40fd42351c259927028d163af842,37443,baependi,MG
6288c69c4ce638e59925e59193f98b16,09010,santo andre,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
58f1a6197ed863543e0136bdedb3fce2,36407,conselheiro lafaiete,MG
cac876b37d3abcd6bd76caca30277996,85816,cascavel,PR
70eea00b476a314817cefde4aad4f89a,13250,itatiba,SP
c840d3fdbba0790404fdae73d253b253,81530,curitiba,PR
42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
525e75a6fb1454a2325ab1734bcec221,06453,barueri,SP
31da954dc0855f2495c6310f70a2f931,13601,araras,SP
e2aee0892199b1d92530e371abd825bf,86600,rolandia,PR
870d0118f7a9d85960f29ad89d5d989a,37708,pocos de caldas,MG
a3dd39f583bc80bd8c5901c95878921e,41342,salvador,BA
21e83881401b92b49fb09a16d3852291,38405,uberlandia,MG
daeb5653dd96c1b11860f72209795012,31310,belo horizonte,MG
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
7bac63f6603d382cc8d0832eb6c100a8,05713,sao paulo,SP
f8201cab383e484733266d1906e2fdfa,88137,palhoca,SC
